name,popularity,track_number,duration_ms,explicit,added_at,artist_name,artist_followers,artist_popularity,genres,main_genre,main_album,release_date,album_tracks_number,station,followers,snapshot_id
עכשיו הכל בסדר,2,1,202925,False,2021-12-31T14:44:52Z,Total Vocal,22,0,[],other,עכשיו הכל בסדר,2021-03-21,1,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Sweet Dreams,35,1,228000,False,2021-12-31T14:39:16Z,Nouvelle Vague,308160,58,"['electronica', 'lounge', 'nu jazz']",jazz,Curiosities,2019-04-12,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
זה עוד לא אבוד,27,4,189700,False,2021-12-31T14:30:44Z,Jane Bordeaux,102261,50,"['classic israeli pop', 'israeli indie', 'israeli pop']",pop,אוקיינוסים,2019-08-01,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
It Runs Through Me,69,6,261881,False,2021-12-31T14:27:20Z,Tom Misch,958359,72,"['indie soul', 'jazz pop']",soul,Geography,2018-04-06,13,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Revival,55,16,186989,False,2021-12-31T14:27:16Z,Gregory Porter,513021,68,"['contemporary vocal jazz', 'jazz pop', 'neo soul', 'soul', 'vocal jazz']",jazz,All Rise (Deluxe),2020-08-28,16,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Havana (feat. Young Thug),82,4,217306,False,2021-12-31T14:21:12Z,Camila Cabello,24823960,86,"['dance pop', 'pop', 'post-teen pop']",pop,Camila,2018-01-12,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Reste,33,12,231520,False,2021-12-31T14:09:14Z,GIMS,3262823,77,"['francoton', 'french hip hop', 'french pop', 'rap conscient']",hip,Transcendance,2019-04-26,50,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Jinge Bells,10,8,163160,False,2021-12-31T14:07:20Z,Marwan Rahbani,38,8,[],other,The Journey of Santa Claus: Xmas Songs,1994,15,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
"Everybody's Talkin' - From ""Midnight Cowboy""",69,7,163586,False,2021-12-31T13:51:12Z,Harry Nilsson,348603,65,"['art rock', 'brill building pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",rock,Aerial Ballet,1968-07-01,13,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
אהבה חדשה,32,2,167160,False,2021-12-31T13:48:54Z,Avishai Cohen,145592,52,"['contemporary jazz', 'israeli jazz', 'jazz', 'jazz double bass', 'jazz fusion', 'jazz trumpet']",jazz,שעות רגישות,2008-01-01,13,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Bird of Paradise,58,1,281466,False,2021-12-31T13:42:48Z,Snowy White,55456,54,"['blues rock', 'british blues', 'electric blues', 'modern blues']",blues,Bird of Paradise - An Anthology,2003-08-18,32,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
The Rain The Park And Other Things,53,1,184240,False,2021-12-31T13:33:07Z,The Cowsills,72869,43,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'underground power pop']",pop,The Cowsills,1967-01-01,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
כל קיץ,28,3,282133,False,2021-12-31T13:26:31Z,Mika Karni,7615,28,['israeli pop'],pop,מיקה קרני,1997-01-01,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Time After Time,75,4,241333,False,2021-12-31T13:20:08Z,Cyndi Lauper,1840858,73,"['mellow gold', 'new wave pop', 'permanent wave', 'soft rock']",pop,She's So Unusual,1983-10-14,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
The Ballad of Bonnie & Clyde,30,1,189946,False,2021-12-31T13:13:23Z,Georgie Fame,12506,37,"['british blues', 'british invasion', 'classic uk pop', 'freakbeat', 'jazz organ', 'merseybeat']",blues,The Third Face Of Fame,1968-09-19,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
לחיות נכון,32,9,239853,False,2021-12-31T13:10:10Z,Rona Kenan,35059,40,"['israeli pop', 'israeli rock', 'israeli singer-songwriter']",pop,לנשום בספירה לאחור,2004-05-19,14,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Walk On By,36,15,199293,False,2021-12-31T13:06:57Z,Gabrielle,208738,64,"['british soul', 'dance pop', 'europop', 'new wave pop']",pop,Gabrielle,1996-01-01,16,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Centerfold,75,3,216533,False,2021-12-31T13:00:45Z,The J. Geils Band,610337,62,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",rock,Freeze Frame,1981,9,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Islands in the Stream,70,8,250053,False,2021-12-31T12:55:57Z,Dolly Parton,1644110,78,"['classic country pop', 'country', 'country dawn']",folk,Pure & Simple,2016-08-19,22,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Lovefool,74,7,193953,False,2021-12-31T12:46:07Z,The Cardigans,768284,66,"['dance pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'swedish pop']",pop,First Band On The Moon (Remastered),1996-01-01,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Joe le taxi,61,6,235226,False,2021-12-31T12:42:27Z,Vanessa Paradis,237168,63,"['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise']",pop,M & J,1987,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Cold as Ice,69,2,200213,False,2021-12-31T12:38:30Z,Foreigner,2235243,72,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",rock,Foreigner (Expanded),1977-03-08,14,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
(I Can't Get No) Satisfaction - Mono Version,79,7,222813,False,2021-12-31T12:37:59Z,The Rolling Stones,11189630,82,"['british invasion', 'classic rock', 'rock']",rock,Out Of Our Heads,1965-07-30,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Ego Trip,34,2,242416,False,2021-12-31T12:32:07Z,Alma Zohar,27832,43,['israeli pop'],pop,Dabri,2008,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
It Must Be Love,60,20,206266,False,2021-12-31T12:24:12Z,Madness,579912,64,"['ska', 'ska revival']",other,7,1981-10-02,24,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Got to Get You Into My Life,55,1,243106,False,2021-12-31T12:22:08Z,"Earth, Wind & Fire",3257535,78,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",funk,"The Best Of Earth, Wind & Fire Vol. 1",1978-11-23,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Tears Dry On Their Own,72,7,186440,True,2021-12-31T12:17:53Z,Amy Winehouse,7609824,79,"['british soul', 'indie r&b', 'neo soul']",soul,Back To Black (Deluxe Edition),2006,19,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
נפגשנו,25,5,230133,False,2021-12-31T12:08:42Z,Itzhak Klepter,36493,39,"['classic israeli pop', 'israeli rock']",pop,יצחק,1981,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
You're so Vain,75,3,258411,False,2021-12-31T12:02:23Z,Carly Simon,831840,65,"['adult standards', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",rock,No Secrets,1972,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
We Are The People,61,4,267354,False,2021-12-31T11:56:57Z,Empire of the Sun,1131342,74,"['alternative dance', 'australian dance', 'australian electropop', 'dance rock', 'electropop', 'indietronica', 'neo-synthpop', 'new rave']",rock,Walking On A Dream (Special Edition),2009-01-01,22,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
How Do You Do!,64,1,189093,False,2021-12-31T11:52:26Z,Roxette,1625715,74,"['europop', 'new wave pop', 'soft rock', 'swedish pop']",pop,Tourism (Extended Version),1992-08-31,18,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
זן נדיר,18,19,299720,False,2021-12-31T11:47:44Z,Yehudit Ravitz,87411,48,"['classic israeli pop', 'israeli rock']",pop,מיטב השירים 2,2002-03-12,19,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
I'm Like A Bird,71,5,243160,False,2021-12-31T11:35:52Z,Nelly Furtado,2908885,78,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap']",pop,"Whoa, Nelly! (Expanded Edition)",2000,22,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Physical - Remastered 2021,59,6,225992,False,2021-12-31T11:27:09Z,Olivia Newton-John,1025838,70,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'europop', 'mellow gold', 'new wave pop', 'soft rock']",pop,Physical (Deluxe Edition),1981,31,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Le Freak - 2018 Remaster,69,2,331360,False,2021-12-31T11:25:44Z,CHIC,557070,65,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",funk,C'est Chic (2018 Remaster),1978-08-11,8,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Same Old Love,73,4,229080,False,2021-12-31T11:23:10Z,Selena Gomez,32157380,86,"['dance pop', 'pop', 'post-teen pop']",pop,Revival (Deluxe),2015-10-09,16,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Sea of Love - 2006 Remaster,54,2,183880,False,2022-01-01T14:25:33Z,The Honeydrippers,37245,41,[],other,"The Honeydrippers, Vol. 1 (Expanded)",1984,6,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Goldeneye - Dave Morales Remix,48,2,265916,False,2022-01-01T14:24:02Z,Tina Turner,2771311,73,"['disco', 'new wave pop', 'soft rock']",pop,Goldeneye,2021-12-10,6,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
מדברים בשקט,34,7,235373,False,2022-01-01T14:19:59Z,Idan Raichel,548482,58,"['classic israeli pop', 'israeli mediterranean', 'israeli pop', 'israeli singer-songwriter']",pop,הפרויקט של עידן רייכל,2002-01-01,12,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Breezeblocks,75,4,227080,False,2022-01-01T14:07:22Z,alt-J,2939856,74,"['indie rock', 'modern rock']",rock,An Awesome Wave,2012-05-28,14,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
America,70,4,249760,False,2022-01-01T13:52:00Z,Razorlight,468968,62,"['britpop', 'modern rock', 'rock']",rock,Razorlight,2006-01-01,13,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
There's Nothing Holdin' Me Back,85,1,199440,False,2022-01-01T13:46:20Z,Shawn Mendes,35884234,89,"['canadian pop', 'dance pop', 'pop', 'viral pop']",pop,Illuminate (Deluxe),2017-04-20,16,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
All Along the Watchtower,78,15,240800,False,2022-01-01T13:26:09Z,Jimi Hendrix,5367897,74,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",rock,Electric Ladyland,1968-10-25,16,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Always on My Mind,72,8,234906,False,2022-01-01T13:14:44Z,Pet Shop Boys,1333078,70,"['art pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",pop,Discography - Complete Singles Collection,1998-03-31,18,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
I Have A Dream,65,3,285413,False,2022-01-01T13:06:20Z,ABBA,7175783,84,"['europop', 'swedish pop']",pop,Voulez-Vous,1979,13,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Independent Women Pt. II,23,8,225933,False,2022-01-01T12:59:34Z,Destiny's Child,5298656,77,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']",pop,Survivor,2001-05-01,15,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Somebody to Love Me,50,4,297933,False,2022-01-01T12:40:15Z,Mark Ronson,941548,79,"['dance pop', 'pop']",pop,Record Collection,2010-09-21,14,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
The Tide Is High,60,5,232733,False,2022-01-01T12:32:31Z,Blondie,1040603,72,"['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",pop,Atomic/Atomix,1999-01-01,29,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Dance Monkey,82,2,209438,False,2022-01-01T12:30:17Z,Tones And I,2901894,78,"['australian pop', 'pop']",pop,Dance Monkey (Stripped Back) / Dance Monkey,2019-10-17,2,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Lemon Tree,76,3,191026,False,2022-01-01T12:27:07Z,Fools Garden,108384,63,['german pop rock'],pop,Dish Of The Day,1995-01-01,11,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
המגפיים של ברוך,37,11,257000,False,2022-01-01T12:24:06Z,Kaveret,140640,44,"['classic israeli pop', 'israeli rock']",pop,סיפורי פוגי,1973-11-01,18,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
בצער לא רב ביגון לא קודר,20,5,182026,False,2022-01-01T12:12:35Z,Riki Gal,24322,32,['classic israeli pop'],pop,מה זאת אהבה,1988-05-01,10,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Born to Make You Happy,62,5,243533,False,2022-01-01T12:04:23Z,Britney Spears,10206136,85,"['dance pop', 'pop', 'post-teen pop']",pop,...Baby One More Time (Digital Deluxe Version),1999-01-12,16,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
קצת אהבה לא תזיק,47,1,267173,False,2022-01-01T11:54:21Z,Alon Eder,34931,45,['israeli rock'],rock,סיכום החיים עד עכשיו,2014-09-09,11,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Staring At The Sun,55,5,276800,False,2022-01-01T11:51:48Z,U2,9195922,82,"['irish rock', 'permanent wave', 'rock']",rock,Pop,1997-03-03,12,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Amazing,69,13,356160,False,2022-01-01T11:37:02Z,Aerosmith,11406164,79,"['album rock', 'classic rock', 'hard rock', 'rock']",rock,Get A Grip,1993-01-01,14,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Walking Away,65,7,204866,False,2022-01-01T11:21:47Z,Craig David,736263,70,"['british soul', 'dance pop', 'pop rap', 'r&b', 'urban contemporary']",pop,Born to Do It,2000-08-14,12,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Heart of Gold - 2009 Remaster,74,4,187013,False,2022-01-01T11:17:09Z,Neil Young,2422702,73,"['album rock', 'canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']",rock,Harvest (2009 Remaster),1972-02-14,10,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Home Again,65,5,209919,False,2022-01-01T11:14:45Z,Michael Kiwanuka,1171826,69,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",soul,Home Again (Deluxe Version),2012-01-01,15,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Now You're Gone,31,6,238386,False,2022-01-01T11:05:01Z,Jeff Lynne,165414,47,"['beatlesque', 'glam rock']",rock,Armchair Theatre,1990-07-02,11,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Rain,52,10,328986,False,2022-01-01T10:57:18Z,Madonna,5697395,80,"['dance pop', 'pop']",pop,Erotica (PA Version),1992-10-20,14,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Reflektor,59,1,450983,False,2022-01-01T10:47:40Z,Arcade Fire,2013819,69,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock', 'stomp and holler']",rock,Reflektor,2013,13,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
How Do You Do!,64,1,189093,False,2022-01-01T10:45:03Z,Roxette,1625715,74,"['europop', 'new wave pop', 'soft rock', 'swedish pop']",pop,Tourism (Extended Version),1992-08-31,18,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Maneater,76,1,273173,False,2022-01-01T10:39:22Z,Daryl Hall & John Oates,1674334,79,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",rock,H2O,1982-10-04,11,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Don't Look Any Further,50,13,231600,False,2022-01-01T10:31:11Z,M People,194786,56,"['dance pop', 'diva house', 'europop', 'hip house', 'new romantic', 'new wave pop', 'sophisti-pop']",pop,The Best Of M People,1998-10-29,17,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Especially for You,55,11,239786,False,2022-01-01T10:29:10Z,Jason Donovan,50362,52,"['australian dance', 'australian pop', 'europop', 'new wave pop']",pop,Ten Good Reasons,1989-05-02,11,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Old and Wise,60,10,295253,False,2022-01-01T04:28:12Z,The Alan Parsons Project,1079997,66,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",rock,Eye In The Sky (Expanded Edition),1982,16,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
I Don’t Wanna Live Forever (Fifty Shades Darker),80,10,247160,False,2022-01-01T04:25:38Z,ZAYN,18389934,81,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",pop,reputation Stadium Tour Surprise Song Playlist,2017-11-09,46,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Is It Like Today?,56,2,311800,False,2022-01-01T04:20:34Z,World Party,34868,48,"['alternative rock', 'art rock', 'beatlesque', 'lilith', 'new wave', 'new wave pop', 'pop rock', 'power pop', 'pub rock', 'roots rock']",rock,Bang!,1993,11,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Who'd Have Known,44,9,229101,False,2022-01-01T04:14:12Z,Lily Allen,1794135,73,"['dance pop', 'pop']",pop,"It's Not Me, It's You",2009-01-26,12,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Even After All,54,4,234560,False,2022-01-01T04:08:16Z,Finley Quaye,61255,49,['british soul'],soul,Maverick A Strike,1997-08-06,13,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Magic,0,5,285014,False,2022-01-01T04:05:08Z,Coldplay,33368373,92,"['permanent wave', 'pop']",pop,Cozy Blend,2021-12-31,30,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Mischak Shel Dmaot,14,8,301466,False,2022-01-01T04:01:49Z,Omri Smadar,2094,31,['israeli indie'],other,Collage: An Electronic Tribute to Timeless Israeli Music,2020-01-17,8,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Lullaby - Remastered,62,6,248186,False,2022-01-01T03:56:40Z,The Cure,3497102,77,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",rock,Disintegration (Deluxe Edition),1989-05-02,44,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Apologize,76,16,184400,False,2022-01-01T03:52:55Z,Timbaland,2135273,79,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'urban contemporary']",pop,Shock Value,2007-01-01,17,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
אני שוכב לי על הגב,32,9,186000,False,2022-01-01T03:51:10Z,Ariel Zilber,65466,40,"['classic israeli pop', 'israeli rock', 'israeli singer-songwriter']",pop,אריאל זילבר,1983-01-01,11,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Hurricane,49,1,237662,False,2022-01-01T03:47:22Z,Marina Maximilian,77454,50,['israeli pop'],pop,Step Into My World,2013-08-12,9,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
Limit To Your Love,56,6,276720,False,2022-01-01T03:41:58Z,James Blake,1236921,73,"['alternative r&b', 'indie soul', 'uk alternative pop']",soul,James Blake,2011-01-01,11,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
ירח,46,1,283200,False,2022-01-01T03:36:58Z,Shlomo Artzi,399039,54,"['classic israeli pop', 'israeli rock', 'israeli singer-songwriter']",pop,ירח,1992-03-01,12,eco_99,2857,MzU3NDg4LDIzMzFlNTUwZjM0NGZmOTUzNDAyZWY5MDQ0ZDM3ZjU4MzQ1OTAwOTY=
