name,popularity,track_number,duration_ms,explicit,added_at,artist_name,artist_followers,artist_popularity,genres,main_genre,main_album,release_date,album_tracks_number,station,followers,snapshot_id
שקיעות אדומות,42,9,212963,False,2021-12-31T09:57:47Z,Eden Hason,402870,61,['israeli mediterranean'],other,אלבום 2,2021-12-01,14,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
MONTERO (Call Me By Your Name),91,1,137704,True,2021-12-31T09:57:47Z,Lil Nas X,8559267,91,"['lgbtq+ hip hop', 'pop']",hip,MONTERO,2021-09-17,15,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
סהרה,51,5,244939,False,2021-12-31T09:57:47Z,Tuna,181096,60,"['israeli hip hop', 'israeli pop']",hip,מזרח פרוע,2021-12-17,13,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
אין מאושר ממני,13,1,172394,False,2021-12-31T09:57:47Z,Eliad,271649,52,['israeli pop'],pop,מסע,2021-12-28,9,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
לא מרגיש טוב,54,1,160000,False,2021-12-31T09:57:47Z,Eden Hason,402870,61,['israeli mediterranean'],other,לא מרגיש טוב,2021-11-28,1,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
דפוק עם תעודות,48,1,188244,False,2021-12-31T09:57:47Z,Eyal Golan,585761,60,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",pop,דפוק עם תעודות,2021-12-21,1,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
השמלה החדשה שלי,55,1,172024,False,2021-12-31T09:57:47Z,Ran Danker,32698,51,"['festigal', 'israeli pop']",pop,השמלה החדשה שלי,2021-10-18,1,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
זוגות כאלה,56,1,200000,False,2021-12-31T09:57:47Z,Osher Cohen,72295,53,['israeli mediterranean'],other,זוגות כאלה,2021-06-17,1,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
שמש,56,1,238089,False,2021-12-31T09:57:47Z,Hanan Ben Ari,414055,56,['israeli pop'],pop,שמש,2019-09-02,1,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
כל הכוכבים,51,1,161208,False,2021-12-31T09:57:47Z,Tuna,181096,60,"['israeli hip hop', 'israeli pop']",hip,מזרח פרוע,2021-12-17,13,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Toxic,92,1,168020,False,2021-12-31T09:57:47Z,BoyWithUke,496134,82,[],other,Toxic,2021-10-29,1,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
קריוקי,51,7,240066,False,2021-12-31T09:57:47Z,Tuna,181096,60,"['israeli hip hop', 'israeli pop']",hip,מזרח פרוע,2021-12-17,13,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
טרילילי טרללה,55,1,203048,False,2021-12-31T09:57:47Z,Noa Kirel,268442,56,['israeli pop'],pop,טרילילי טרללה,2021-06-21,1,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
השמיים נעולים,55,1,181204,False,2021-12-31T09:57:47Z,Doli & Penn,30711,53,['israeli pop'],pop,השמיים נעולים,2021-03-14,1,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
תל אביב זה אני ואת,53,4,221235,False,2021-12-31T09:57:47Z,Amir Ve Ben,3568,44,['israeli pop'],pop,גנגסטרים על אמת,2021-05-31,13,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
THATS WHAT I WANT,93,4,143901,True,2021-12-31T09:57:47Z,Lil Nas X,8559267,91,"['lgbtq+ hip hop', 'pop']",hip,MONTERO,2021-09-17,15,spotify_top_50_weekly,3955,Njk0MjU5ODY3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
אפס מאמץ,57,3,200142,False,2021-12-31T09:45:17Z,Static & Ben El,342100,60,"['israeli pop', 'jewish pop']",pop,שבעה ירחים,2021-07-06,7,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
הולכת איתך,62,1,213333,False,2021-12-31T09:45:17Z,Narkis,62029,50,['israeli pop'],pop,הולכת איתך,2021-05-10,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
STAY (with Justin Bieber),92,3,141805,True,2021-12-31T09:45:17Z,The Kid LAROI,3112083,90,['australian hip hop'],hip,F*CK LOVE 3: OVER YOU,2021-07-23,29,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Enemy (with JID) - from the series Arcane League of Legends,97,1,173381,False,2021-12-31T09:45:17Z,Imagine Dragons,37447485,92,"['modern rock', 'rock']",rock,Enemy (with JID) [from the series Arcane League of Legends],2021-10-28,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Heat Waves,92,14,238805,False,2021-12-31T09:45:17Z,Glass Animals,2292268,86,"['gauze pop', 'indietronica', 'shiver pop']",pop,Dreamland (+ Bonus Levels),2020-08-06,18,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
INDUSTRY BABY (feat. Jack Harlow),90,3,212352,True,2021-12-31T09:45:17Z,Lil Nas X,8559267,91,"['lgbtq+ hip hop', 'pop']",hip,MONTERO,2021-09-17,15,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
חורף באוטו,60,1,251931,False,2021-12-31T09:45:17Z,Omer Adam,899597,64,"['israeli mediterranean', 'israeli pop', 'mizrahi']",pop,חורף באוטו,2021-10-31,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Pepas,85,3,287120,True,2021-12-31T09:45:17Z,Farruko,11729469,91,"['latin', 'reggaeton', 'trap latino']",world,La 167,2021-10-01,25,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
היי בייב,55,4,187901,False,2021-12-31T09:45:17Z,Tuna,181096,60,"['israeli hip hop', 'israeli pop']",hip,מזרח פרוע,2021-12-17,13,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
חצי דפוק,61,1,177874,False,2021-12-31T09:45:17Z,Omer Adam,899597,64,"['israeli mediterranean', 'israeli pop', 'mizrahi']",pop,3,2021-08-03,3,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
love nwantiti (ah ah ah),94,2,145800,True,2021-12-31T09:45:17Z,CKay,349942,85,['afro r&b'],soul,CKay The First,2019-08-30,8,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Easy On Me,91,2,224694,False,2021-12-31T09:45:17Z,Adele,32556772,96,"['british soul', 'pop', 'pop soul', 'uk pop']",pop,30,2021-11-19,12,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
abcdefu,99,1,168601,True,2021-12-31T09:45:17Z,GAYLE,165554,85,[],other,abcdefu,2021-08-13,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
רעשים,54,1,220848,False,2021-12-31T09:45:17Z,Osher Cohen,72295,53,['israeli mediterranean'],other,רעשים,2021-12-14,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
באתי להציל אותך,58,1,187352,False,2021-12-31T09:45:17Z,Agam Buhbut,133298,49,['israeli mediterranean'],other,באתי להציל אותך,2021-10-26,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Bad Habits,95,4,230746,False,2021-12-31T09:45:17Z,Ed Sheeran,90123623,97,"['pop', 'uk pop']",pop,=,2021-10-29,14,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Cold Heart - PNAU Remix,85,1,202735,False,2021-12-31T09:45:17Z,Elton John,8438832,91,"['glam rock', 'mellow gold', 'piano rock']",rock,The Lockdown Sessions,2021-10-22,16,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Shivers,95,2,207853,False,2021-12-31T09:45:17Z,Ed Sheeran,90123623,97,"['pop', 'uk pop']",pop,=,2021-10-29,14,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
פילטרים יפים,56,1,182578,False,2021-12-31T09:45:17Z,Eden Ben Zaken,405247,56,"['israeli mediterranean', 'israeli pop']",pop,פילטרים יפים,2021-12-04,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
אם הייתי צריכה,53,1,204255,False,2021-12-31T09:45:17Z,Odeya,6892,47,['israeli pop'],pop,אם הייתי צריכה,2021-11-25,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
ביחד,51,8,151968,False,2021-12-31T09:45:17Z,Marina Maximilian,77380,50,['israeli pop'],pop,ביחד,2021-08-23,10,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Woman,95,1,172626,True,2021-12-31T09:45:17Z,Doja Cat,13848497,95,"['dance pop', 'pop']",pop,Planet Her,2021-06-25,14,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
בית משוגעים,58,1,169848,False,2021-12-31T09:45:17Z,Ran Danker,32698,51,"['festigal', 'israeli pop']",pop,בית משוגעים,2021-03-03,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
סחרחורת & בדד,58,1,361978,False,2021-12-31T09:45:17Z,Omer Adam,899597,64,"['israeli mediterranean', 'israeli pop', 'mizrahi']",pop,סחרחורת & בדד,2021-09-19,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
יחפים,54,1,196480,False,2021-12-31T09:45:17Z,Jasmin Moallem,30069,52,['israeli pop'],pop,יחפים,2021-12-06,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
מגבת באוויר,40,17,171200,False,2021-12-31T09:45:17Z,NOROZ,13300,47,"['israeli hip hop', 'israeli trap']",hip,מרגיש מוגזם,2021-12-12,17,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
סיבת הסיבות,58,1,199710,False,2021-12-31T09:45:17Z,Ishay Ribo,408175,57,['israeli pop'],pop,סיבת הסיבות,2021-02-24,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
רסיסים,57,1,201190,False,2021-12-31T09:45:17Z,Raviv Kaner,59489,49,['israeli pop'],pop,רסיסים,2020-01-01,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
הטעות הכי יפה,57,1,161485,False,2021-12-31T09:45:17Z,Itay Levi,370660,56,"['israeli mediterranean', 'mizrahi']",other,הטעות הכי יפה,2021-05-25,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
MONTERO (Call Me By Your Name),91,1,137704,True,2021-12-31T09:45:17Z,Lil Nas X,8559267,91,"['lgbtq+ hip hop', 'pop']",hip,MONTERO,2021-09-17,15,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
מדליקה לי הכל,45,14,204520,False,2021-12-31T09:45:17Z,Eden Hason,402870,61,['israeli mediterranean'],other,אלבום 2,2021-12-01,14,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
מה פספסתי,52,1,139875,False,2021-12-31T09:45:17Z,Eden Hason,402870,61,['israeli mediterranean'],other,מה פספסתי,2021-12-09,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
לא להיות לבד,37,2,180000,False,2021-12-31T09:45:17Z,Mergui,114463,51,['israeli pop'],pop,לא להיות לבד,2021-10-22,7,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
לא מרגיש טוב,54,1,160000,False,2021-12-31T09:45:17Z,Eden Hason,402870,61,['israeli mediterranean'],other,לא מרגיש טוב,2021-11-28,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
שבוע טוב,57,1,151442,False,2021-12-31T09:45:17Z,Avraham Tal,172291,51,['israeli pop'],pop,שבוע טוב,2020-04-15,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
אני כבר לא בך,50,1,177692,False,2021-12-31T09:45:17Z,Itay Levi,370660,56,"['israeli mediterranean', 'mizrahi']",other,אני כבר לא בך,2021-12-19,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
שקיעות אדומות,42,9,212963,False,2021-12-31T09:45:17Z,Eden Hason,402870,61,['israeli mediterranean'],other,אלבום 2,2021-12-01,14,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
דפוק עם תעודות,48,1,188244,False,2021-12-31T09:45:17Z,Eyal Golan,585761,60,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",pop,דפוק עם תעודות,2021-12-21,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
אין מאושר ממני,13,1,172394,False,2021-12-31T09:45:17Z,Eliad,271649,52,['israeli pop'],pop,מסע,2021-12-28,9,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
השמלה החדשה שלי,55,1,172024,False,2021-12-31T09:45:17Z,Ran Danker,32698,51,"['festigal', 'israeli pop']",pop,השמלה החדשה שלי,2021-10-18,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
סהרה,51,5,244939,False,2021-12-31T09:45:17Z,Tuna,181096,60,"['israeli hip hop', 'israeli pop']",hip,מזרח פרוע,2021-12-17,13,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
קאקדילה,0,1,161186,False,2021-12-31T09:45:17Z,Omer Adam,899597,64,"['israeli mediterranean', 'israeli pop', 'mizrahi']",pop,קאקדילה,2021-12-30,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
זוגות כאלה,56,1,200000,False,2021-12-31T09:45:17Z,Osher Cohen,72295,53,['israeli mediterranean'],other,זוגות כאלה,2021-06-17,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
שמש,56,1,238089,False,2021-12-31T09:45:17Z,Hanan Ben Ari,414055,56,['israeli pop'],pop,שמש,2019-09-02,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Toxic,92,1,168020,False,2021-12-31T09:45:17Z,BoyWithUke,496134,82,[],other,Toxic,2021-10-29,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
THATS WHAT I WANT,93,4,143901,True,2021-12-31T09:45:17Z,Lil Nas X,8559267,91,"['lgbtq+ hip hop', 'pop']",hip,MONTERO,2021-09-17,15,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
good 4 u,95,6,178146,True,2021-12-31T09:45:17Z,Olivia Rodrigo,12012782,92,['pop'],pop,SOUR,2021-05-21,11,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
תל אביב זה אני ואת,53,4,221235,False,2021-12-31T09:45:17Z,Amir Ve Ben,3568,44,['israeli pop'],pop,גנגסטרים על אמת,2021-05-31,13,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
השמיים נעולים,55,1,181204,False,2021-12-31T09:45:17Z,Doli & Penn,30711,53,['israeli pop'],pop,השמיים נעולים,2021-03-14,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
טרילילי טרללה,55,1,203048,False,2021-12-31T09:45:17Z,Noa Kirel,268442,56,['israeli pop'],pop,טרילילי טרללה,2021-06-21,1,spotify_top_50_israel_daily,42358,Njk0MjU5MTE3LDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
STAY (with Justin Bieber),92,3,141805,True,2021-12-31T09:45:10Z,The Kid LAROI,3112083,90,['australian hip hop'],hip,F*CK LOVE 3: OVER YOU,2021-07-23,29,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
abcdefu,99,1,168601,True,2021-12-31T09:45:10Z,GAYLE,165554,85,[],other,abcdefu,2021-08-13,1,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Easy On Me,91,2,224694,False,2021-12-31T09:45:10Z,Adele,32556772,96,"['british soul', 'pop', 'pop soul', 'uk pop']",pop,30,2021-11-19,12,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Heat Waves,92,14,238805,False,2021-12-31T09:45:10Z,Glass Animals,2292268,86,"['gauze pop', 'indietronica', 'shiver pop']",pop,Dreamland (+ Bonus Levels),2020-08-06,18,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Cold Heart - PNAU Remix,85,1,202735,False,2021-12-31T09:45:10Z,Elton John,8438832,91,"['glam rock', 'mellow gold', 'piano rock']",rock,The Lockdown Sessions,2021-10-22,16,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
INDUSTRY BABY (feat. Jack Harlow),90,3,212352,True,2021-12-31T09:45:10Z,Lil Nas X,8559267,91,"['lgbtq+ hip hop', 'pop']",hip,MONTERO,2021-09-17,15,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Enemy (with JID) - from the series Arcane League of Legends,97,1,173381,False,2021-12-31T09:45:10Z,Imagine Dragons,37447485,92,"['modern rock', 'rock']",rock,Enemy (with JID) [from the series Arcane League of Legends],2021-10-28,1,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Shivers,95,2,207853,False,2021-12-31T09:45:10Z,Ed Sheeran,90123623,97,"['pop', 'uk pop']",pop,=,2021-10-29,14,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Pepas,85,3,287120,True,2021-12-31T09:45:10Z,Farruko,11729469,91,"['latin', 'reggaeton', 'trap latino']",world,La 167,2021-10-01,25,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Do It To It,95,1,157890,False,2021-12-31T09:45:10Z,ACRAZE,36792,80,[],other,Do It To It,2021-08-20,1,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Bad Habits,95,4,230746,False,2021-12-31T09:45:10Z,Ed Sheeran,90123623,97,"['pop', 'uk pop']",pop,=,2021-10-29,14,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Woman,95,1,172626,True,2021-12-31T09:45:10Z,Doja Cat,13848497,95,"['dance pop', 'pop']",pop,Planet Her,2021-06-25,14,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
My Universe,87,10,226198,False,2021-12-31T09:45:10Z,Coldplay,33351012,92,"['permanent wave', 'pop']",pop,Music Of The Spheres,2021-10-15,12,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
good 4 u,95,6,178146,True,2021-12-31T09:45:10Z,Olivia Rodrigo,12012782,92,['pop'],pop,SOUR,2021-05-21,11,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Infinity,92,12,237720,False,2021-12-31T09:45:10Z,Jaymes Young,722865,80,"['modern rock', 'pop']",rock,Feel Something,2017-06-23,12,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
Kiss Me More (feat. SZA),87,14,208666,True,2021-12-31T09:45:10Z,Doja Cat,13848497,95,"['dance pop', 'pop']",pop,Planet Her,2021-06-25,14,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
MONTERO (Call Me By Your Name),91,1,137704,True,2021-12-31T09:45:10Z,Lil Nas X,8559267,91,"['lgbtq+ hip hop', 'pop']",hip,MONTERO,2021-09-17,15,spotify_top_50_global_daily,16475827,Njk0MjU5MTEwLDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDY1NmU=
